"transcript_id"	"gene_id"	"KO3"	"KO2"	"KO1"	"Het3"	"Het2"	"Het1"	"WT3"	"WT2"	"WT1"
"MSTRG.5530.2"	"MSTRG.5530"	0.03	0.07	0.07	0.03	0.05	0.03	0	0.13	0
"MSTRG.5530.3"	"MSTRG.5530"	1.52	1.64	1.52	1.35	3.27	2.49	4.48	3.32	2.6
"MSTRG.5530.4"	"MSTRG.5530"	1.52	1.64	1.52	1.35	3.27	2.49	4.48	3.32	2.6
"MSTRG.5531.1"	"MSTRG.5531"	2.55	1.79	2.53	1.89	3.51	3.31	5.06	4.49	1.95
"MSTRG.5532.1"	"MSTRG.5532"	0.66	0.65	0.48	0.44	1.22	0.75	1.41	1.1	0.89
"MSTRG.5533.1"	"MSTRG.5533"	0.03	0	0	0	0.11	0.05	0	0	0.05
"MSTRG.5534.1"	"MSTRG.5534"	0.12	0.28	0.11	0.14	0.32	0.21	0.23	0.42	0.18
"MSTRG.5534.2"	"MSTRG.5534"	3.68	4.16	3.66	3.68	8.04	5.17	7.64	7.09	4.74
"MSTRG.5535.1"	"MSTRG.5535"	32.77	23.43	22.94	24.79	53.13	30.12	58.33	45.72	27.26
"MSTRG.5536.1"	"MSTRG.5536"	2.82	2.61	2.9	2.5	5.3	3.15	5.67	4.75	2.95
"MSTRG.5537.1"	"MSTRG.5537"	0	1.11	0.99	0	0	0	0	0	0
"MSTRG.5537.2"	"MSTRG.5537"	0.8	1.34	1.29	1.29	1.44	1.29	3.1	0.81	0.91
"MSTRG.5537.3"	"MSTRG.5537"	1.44	0.01	0.01	1.29	2.4	1.56	2.87	3.11	1.43
"MSTRG.5537.4"	"MSTRG.5537"	0.77	0	0	0	1.55	0.47	0.22	1.02	0.94
"MSTRG.5538.1"	"MSTRG.5538"	0.67	0.55	0.58	0.55	1.04	0.92	1.08	0.89	0.67
"MSTRG.5539.1"	"MSTRG.5539"	27.55	22.38	22.23	25.87	51.58	30.02	53.75	64.09	28.04
"MSTRG.554.1"	"MSTRG.554"	6.46	8.26	7.76	6.72	13.37	9.79	11.54	10.99	9.92
"MSTRG.5540.1"	"MSTRG.5540"	3.43	3	2.17	3.98	7.48	3.88	7.85	6.12	3.93
"MSTRG.5540.2"	"MSTRG.5540"	2.76	3.99	3.33	1.88	6.18	4.91	7.92	4.4	4.93
"MSTRG.5541.1"	"MSTRG.5541"	0.82	0.89	0.73	0.78	1.34	0.99	1.72	1.46	1.09
"MSTRG.5542.1"	"MSTRG.5542"	4.73	4.75	3.79	4.38	10.31	6.71	12.4	10.17	7.04
"MSTRG.5543.1"	"MSTRG.5543"	2.11	0.74	2.76	1.82	3.13	1.35	7.96	1.66	1.08
"MSTRG.5544.1"	"MSTRG.5544"	2.82	2.82	2.15	2.22	4.97	2.98	4.57	4.79	2.47
"MSTRG.5545.1"	"MSTRG.5545"	2.04	2.53	1.96	1.98	4.8	2.96	4.43	4.14	3.04
"MSTRG.5545.2"	"MSTRG.5545"	0	0	0	0	0	0	0	0	0
"MSTRG.5545.3"	"MSTRG.5545"	2.35	2.3	2.35	2.13	5.86	3.31	4.76	5.28	3.25
"MSTRG.5546.1"	"MSTRG.5546"	1.12	0.99	0.96	0.92	1.97	1.32	2.5	2.53	1.07
"MSTRG.5547.1"	"MSTRG.5547"	7.88	4.72	3.25	7.6	11.33	8.74	13.02	33.13	5.43
"MSTRG.5548.1"	"MSTRG.5548"	1.17	0.87	0.91	0.79	2.21	1.2	2.17	1.98	1.52
"MSTRG.5549.1"	"MSTRG.5549"	3.65	3.71	3.14	3.33	6.6	4.58	8.51	7.01	4.73
"MSTRG.555.1"	"MSTRG.555"	5.54	8.35	6.62	5.04	10.35	5.78	7.06	8.37	7.3
"MSTRG.5550.1"	"MSTRG.5550"	1.69	1.72	1.66	1.67	3.36	2.48	3.63	2.98	2.35
"MSTRG.5551.1"	"MSTRG.5551"	0.95	0.66	0.55	0.37	0.55	1.35	1.52	0.32	0.75
"MSTRG.5552.1"	"MSTRG.5552"	1.6	1.46	1.41	1.51	3.22	1.94	3.44	3.06	1.95
"MSTRG.5553.1"	"MSTRG.5553"	2.42	2.09	1.89	1.91	4.15	2.54	5.18	3.88	2.44
"MSTRG.5554.1"	"MSTRG.5554"	3.78	3.71	3.23	3.56	8.61	4.86	8.84	8.66	5
"MSTRG.5555.1"	"MSTRG.5555"	0.8	2.31	2.71	1.66	3.95	4.38	3.61	0	3.5
"MSTRG.5555.2"	"MSTRG.5555"	0.5	0	0	0	0	0	0	3.94	0
"MSTRG.5555.3"	"MSTRG.5555"	1.14	0.49	0.83	0.83	1.86	1.25	1.92	1.98	0.8
"MSTRG.5555.4"	"MSTRG.5555"	1.91	2.25	2.82	2.72	6.59	5.09	8.55	4.81	3.67
"MSTRG.5555.5"	"MSTRG.5555"	2.53	2.29	2.15	1.67	4.46	1.81	3.09	5.3	3.8
"MSTRG.5555.6"	"MSTRG.5555"	0.19	0.35	0.2	0.28	0.55	0.48	0.53	1.08	0.55
"MSTRG.5555.7"	"MSTRG.5555"	0.26	0.61	0.39	0.39	0.79	0.76	0.6	2.25	0.87
"MSTRG.5555.8"	"MSTRG.5555"	0.42	0.01	0.26	0.29	0.54	0.44	0.84	0	0
"MSTRG.5556.1"	"MSTRG.5556"	2.21	1.72	1.55	1.76	4.12	2.47	4.21	3.92	2.35
"MSTRG.5557.1"	"MSTRG.5557"	0.65	0.71	0.46	0.55	1.7	1.01	1.02	0.78	1.07
"MSTRG.5557.2"	"MSTRG.5557"	0.59	0.75	0.65	0.62	1.04	1.12	1.6	2.32	0.86
"MSTRG.5558.1"	"MSTRG.5558"	3.44	3.03	2.62	3.06	6.72	3.69	6.72	5.98	4.01
"MSTRG.5559.1"	"MSTRG.5559"	1.21	1.32	1.31	1.31	2.81	1.86	2.88	2.47	1.74
"MSTRG.556.1"	"MSTRG.556"	25.31	25.32	27.25	25.63	50.51	25.55	34.6	21.83	32.33
"MSTRG.5560.1"	"MSTRG.5560"	2.39	2.71	2.21	2.35	5.15	3.49	5.82	5.7	3.62
"MSTRG.5561.1"	"MSTRG.5561"	3.39	3.02	2.33	3.11	7.32	3.91	7.45	5.62	3.63
"MSTRG.5562.1"	"MSTRG.5562"	1.2	1.46	1.06	1.08	2.84	1.42	2.65	2.5	1.67
"MSTRG.5563.1"	"MSTRG.5563"	0.93	0.66	0.86	0.81	1.67	0.88	1.9	1.52	0.77
"MSTRG.5563.2"	"MSTRG.5563"	4.87	6.95	4.85	4.97	10.97	7.01	9.69	10.16	6.79
"MSTRG.5564.1"	"MSTRG.5564"	1.98	2.32	2.03	1.87	4.05	2.33	3.84	2.54	2.26
"MSTRG.5565.1"	"MSTRG.5565"	1.61	1.73	1.49	1.5	3.27	2.1	3.36	3.48	2.35
"MSTRG.5565.2"	"MSTRG.5565"	0.44	0.59	0.41	0.53	1.01	0.58	0.94	0.55	0.34
"MSTRG.5566.1"	"MSTRG.5566"	1.07	1.74	1.19	1.17	1.98	3.08	2.74	4.44	2.02
"MSTRG.5567.1"	"MSTRG.5567"	0.99	1.58	0.71	1.03	2.21	2.45	0.81	4.48	2.33
"MSTRG.5568.1"	"MSTRG.5568"	4.47	4.3	3.71	4.41	9.18	5.41	8.57	7.84	4.91
"MSTRG.5569.1"	"MSTRG.5569"	0	0	0.02	0	0	0	0	0.08	0
"MSTRG.557.1"	"MSTRG.557"	2.3	2.67	2.44	2.21	4.71	2.93	4.53	3.48	2.6
"MSTRG.5570.1"	"MSTRG.5570"	1.45	1.49	1.24	1.58	3.13	1.91	3	3	2.04
"MSTRG.5570.2"	"MSTRG.5570"	1.58	2.13	1.34	1.34	3.3	2.51	3.01	4.98	2.96
"MSTRG.5571.1"	"MSTRG.5571"	0.98	0.41	0.32	0.46	2.05	1.36	1.91	3.1	0.34
"MSTRG.5571.2"	"MSTRG.5571"	12.89	20.01	11.76	13.03	39.77	24.14	36.18	48.9	23.63
"MSTRG.5571.3"	"MSTRG.5571"	0.18	0.06	0.12	0.08	0.39	0.14	0.98	0.56	0.12
"MSTRG.5572.1"	"MSTRG.5572"	2.12	2.83	3.03	2.28	4.88	4.6	6.66	2.02	2.44
"MSTRG.5572.2"	"MSTRG.5572"	13.46	11	9.68	11.39	27.44	13.56	27.69	26.12	14.49
"MSTRG.5573.1"	"MSTRG.5573"	3.73	4.03	3.82	3.71	8.97	5.79	8.66	8.13	4.68
"MSTRG.5573.2"	"MSTRG.5573"	3.8	3.75	2.84	3.59	7.63	3.33	7	5.84	3.9
"MSTRG.5574.1"	"MSTRG.5574"	1.35	1.67	1.37	1.35	3.12	1.83	2.77	2.27	2.05
"MSTRG.5575.1"	"MSTRG.5575"	1.2	1.16	0.5	0.65	2.28	1.66	2.01	2.13	2.42
"MSTRG.5575.2"	"MSTRG.5575"	0.78	1.05	1.67	1.28	1.84	1.59	2.16	0.71	0.3
"MSTRG.5576.1"	"MSTRG.5576"	4.86	6.18	4.63	5.38	10.21	6.69	11.53	12.89	5.98
"MSTRG.5577.1"	"MSTRG.5577"	0.03	0.04	0.08	0.11	0.19	0.21	0.16	0.22	0.2
"MSTRG.5578.1"	"MSTRG.5578"	3.2	3.36	2.58	3.02	6.36	3.63	6.78	7.47	3.7
"MSTRG.5579.1"	"MSTRG.5579"	4.89	3.96	3.99	4.28	8.42	5.55	8.92	7.58	4.93
"MSTRG.558.1"	"MSTRG.558"	3.26	4.08	3.85	3.53	8.02	5.89	8.04	7.95	5.25
"MSTRG.5580.1"	"MSTRG.5580"	4.75	5.03	4.02	4.39	9.93	6.06	10.97	8.65	5.72
"MSTRG.5581.1"	"MSTRG.5581"	0.17	0.33	0.18	0.21	0.55	0.44	0.37	0.64	0.46
"MSTRG.5582.1"	"MSTRG.5582"	1.24	1.45	1.74	1.44	2.9	2.34	3.23	2.97	2
"MSTRG.5582.2"	"MSTRG.5582"	1.08	1.15	0.86	0.89	2.14	1.26	2.38	2.39	1.58
"MSTRG.5583.1"	"MSTRG.5583"	1.22	1.47	1.36	1.08	3.2	2.08	2.19	3	2.38
"MSTRG.5584.1"	"MSTRG.5584"	3.47	3.45	2.94	3.23	7.39	3.95	7.55	6.06	4.31
"MSTRG.5584.2"	"MSTRG.5584"	0.01	0.12	0.12	0.09	0.13	0.13	0.17	0.39	0.13
"MSTRG.5585.1"	"MSTRG.5585"	119.01	123.13	100.21	108.47	209.09	123.05	224.22	171.5	116.71
"MSTRG.5586.1"	"MSTRG.5586"	2.85	3.44	2.72	2.98	6.26	4.58	6.46	6.38	4.32
"MSTRG.5587.1"	"MSTRG.5587"	2.22	2.75	2	2.74	5.6	3.48	6.36	5.97	2.94
"MSTRG.5587.2"	"MSTRG.5587"	1.59	1.39	1.18	1.26	2.86	1.94	2.8	0.99	1.45
"MSTRG.5588.1"	"MSTRG.5588"	2.33	2.39	2.35	2.27	4.47	3.24	4.76	4.71	2.99
"MSTRG.5589.1"	"MSTRG.5589"	1.35	1.56	1.41	1.45	3.11	2.3	3.07	2.55	2.16
"MSTRG.559.1"	"MSTRG.559"	23.6	24.34	22.44	22.9	40.73	28.82	50	23.42	28.43
"MSTRG.5590.1"	"MSTRG.5590"	3.43	3.37	2.79	3.01	6.76	4.2	6.45	5.54	3.71
"MSTRG.5591.1"	"MSTRG.5591"	7.75	7.85	5.06	7.31	15.81	8.98	13.7	10.69	9.44
"MSTRG.5591.2"	"MSTRG.5591"	7.29	7.83	6.91	6.58	13.82	8.52	12.92	11.82	8.32
"MSTRG.5592.1"	"MSTRG.5592"	0.92	1.28	1.39	1.14	2.63	1.35	2.72	2.36	1.45
"MSTRG.5592.2"	"MSTRG.5592"	1.29	1.18	1.1	0.91	1.59	0.94	1.31	0.27	0.79
"MSTRG.5593.1"	"MSTRG.5593"	0.71	0.89	0.63	0.72	1.41	0.91	1.12	1.84	0.95
"MSTRG.5594.1"	"MSTRG.5594"	1.96	2.22	1.74	1.86	3.91	2.27	4.16	3.41	2.07
"MSTRG.5595.1"	"MSTRG.5595"	2.31	2.69	2.14	2.18	4.54	2.93	4.92	5.82	3.33
"MSTRG.5595.2"	"MSTRG.5595"	0.2	0.26	0.21	0.26	0.44	0.46	0.4	0.57	0.59
"MSTRG.5596.1"	"MSTRG.5596"	118.77	112.76	123.35	94.54	235.57	160.43	228.33	113.54	146.39
"MSTRG.5596.2"	"MSTRG.5596"	414.95	377.9	412.14	368.39	910.61	553.9	778.78	559.07	557.69
"MSTRG.5597.1"	"MSTRG.5597"	1.1	1.41	1.08	0.89	2.39	1.73	2.18	2.22	1.67
"MSTRG.5598.1"	"MSTRG.5598"	1.73	1.88	1.75	1.3	3.8	1.94	3.2	1.74	2.25
"MSTRG.5599.1"	"MSTRG.5599"	1.04	1.19	1.12	1.03	2.22	1.3	2.44	2.46	1.46
"MSTRG.56.1"	"MSTRG.56"	3.32	3.97	3.34	3.22	9.23	5.59	9.47	7.46	5.51
"MSTRG.560.1"	"MSTRG.560"	2.88	4.07	1.9	3.1	4.59	2.77	4.42	3.98	3.49
"MSTRG.5600.1"	"MSTRG.5600"	2.97	2.39	2.49	2.08	6.15	3.31	6.26	4.46	3.21
"MSTRG.5601.1"	"MSTRG.5601"	0.8	0.85	0.69	0.77	1.6	1.23	1.79	1.41	0.99
"MSTRG.5602.1"	"MSTRG.5602"	0.35	0.73	0.68	0.46	2.29	0.86	2.55	0.22	0.44
"MSTRG.5602.2"	"MSTRG.5602"	7.32	7.58	7.32	6.73	15.49	11.36	15.76	11.04	10.38
"MSTRG.5603.1"	"MSTRG.5603"	13.15	12.86	11.49	12.12	25.65	14.11	25.21	30.17	14.46
"MSTRG.5604.1"	"MSTRG.5604"	3.06	2.72	2.73	2.98	5.68	3.87	6.71	6.07	3.84
"MSTRG.5605.1"	"MSTRG.5605"	3.6	3.21	1.65	2.49	6.93	4.21	5.86	5.96	2.04
"MSTRG.5606.1"	"MSTRG.5606"	0.47	0.61	0.51	0.51	1.2	0.91	1.22	2.11	0.93
"MSTRG.5606.2"	"MSTRG.5606"	2.31	3.23	2.29	2	6	4.32	4.84	8.29	4.95
"MSTRG.5607.1"	"MSTRG.5607"	0.78	0.92	0.75	0.74	2.04	0.98	0.92	1.12	1.06
"MSTRG.5607.2"	"MSTRG.5607"	0.71	1.11	0.55	0.94	1.68	1.07	1.8	1.21	1.63
"MSTRG.5608.1"	"MSTRG.5608"	218.3	323.82	229.15	238.18	486.81	635.71	382.82	1256.4	392.93
"MSTRG.5609.1"	"MSTRG.5609"	0.11	0	0.4	0.28	0.92	0.19	0	0	0
"MSTRG.561.1"	"MSTRG.561"	1.37	1.48	1.58	1.18	3.37	1.89	2.18	1.65	2.09
"MSTRG.5610.1"	"MSTRG.5610"	111.59	104.95	82.17	88.84	237.2	146.81	214.5	275.67	146.96
"MSTRG.5611.1"	"MSTRG.5611"	0.04	0	0	0	0	0	0	0	0
"MSTRG.5612.1"	"MSTRG.5612"	3.11	3.78	2.7	3.77	7.12	3.75	9.7	6.66	4.49
"MSTRG.5613.1"	"MSTRG.5613"	4.54	5.19	4.54	3.9	9.97	6.46	8.48	12.22	6.34
"MSTRG.5613.2"	"MSTRG.5613"	12.06	15.45	11.07	12.85	26.86	25.65	20.85	48.6	22.91
"MSTRG.5613.3"	"MSTRG.5613"	0	0	0.02	0	0.01	0.03	0.03	0.03	0.02
"MSTRG.5614.1"	"MSTRG.5614"	9.13	13.93	5.96	8.01	18.46	16.12	12.76	42.25	14.66
"MSTRG.5615.1"	"MSTRG.5615"	3.71	2.5	2.55	2.82	6.36	3.44	7.34	5.68	3.34
"MSTRG.5616.1"	"MSTRG.5616"	3.32	2.21	2.7	2.51	5.46	3.58	6.52	5.91	3.27
"MSTRG.5617.1"	"MSTRG.5617"	1.57	0.97	1.08	1.16	2.81	1.49	2.52	4.52	1.6
"MSTRG.5618.1"	"MSTRG.5618"	1.92	2.03	1.81	1.56	4.01	2.77	3.97	4.67	1.76
"MSTRG.5619.1"	"MSTRG.5619"	3.91	3.52	2.59	3.05	7.8	4.34	7.63	9.45	4.36
"MSTRG.562.1"	"MSTRG.562"	6.63	10.02	7.42	6.26	13.91	9.86	13.25	15.43	10.75
"MSTRG.5620.1"	"MSTRG.5620"	0	0	2.23	4.35	0	0	0	0	2.25
"MSTRG.5621.1"	"MSTRG.5621"	6.77	7.66	5.53	6.23	13.21	8.15	14.3	10.25	7.67
"MSTRG.5622.1"	"MSTRG.5622"	0.82	0.63	0.75	0.77	1.46	0.98	1.81	1.65	1
"MSTRG.5623.1"	"MSTRG.5623"	1.45	1.22	1.32	1.38	2.56	1.64	3.37	2	1.6
"MSTRG.5624.1"	"MSTRG.5624"	1.29	1.2	1.02	1.71	2.39	2.14	3.05	3.04	1.74
"MSTRG.5624.2"	"MSTRG.5624"	1.82	0.93	3.11	0.51	1.51	0.59	3.5	0	1.05
"MSTRG.5625.1"	"MSTRG.5625"	2.76	1.96	1.61	2.33	4.85	2.65	6.2	6.39	2.78
"MSTRG.5626.1"	"MSTRG.5626"	4.35	5.95	3.85	4.57	10.86	6.83	9.47	12.77	7.71
"MSTRG.5627.1"	"MSTRG.5627"	4.64	4.81	5.27	3.74	8.5	5.48	11.78	4.84	5.73
"MSTRG.5627.2"	"MSTRG.5627"	11.78	10.25	8.51	9.8	24.74	13.28	25.08	21.88	12.76
"MSTRG.5627.3"	"MSTRG.5627"	1.41	1.24	1.2	1.7	1.29	2.5	3.84	2.33	1.92
"MSTRG.5628.1"	"MSTRG.5628"	3.3	4.01	2.55	3.23	5.93	4.04	6.69	6.71	4.01
"MSTRG.5629.1"	"MSTRG.5629"	1.5	1.53	1.16	1.56	3.34	2.12	3.11	2.24	1.71
"MSTRG.563.1"	"MSTRG.563"	4.6	5.22	5.14	4.65	8.44	5.19	11.8	7.4	4.54
"MSTRG.563.2"	"MSTRG.563"	5.81	6.64	4.14	4.62	11.75	9.1	17.56	16.08	7.74
"MSTRG.5630.1"	"MSTRG.5630"	3.52	3.9	2.83	3.26	6.75	4.21	7.46	7.47	4.18
"MSTRG.5630.2"	"MSTRG.5630"	0.15	0.22	0.19	0.16	0.38	0.34	0.31	0.88	0.35
"MSTRG.5631.1"	"MSTRG.5631"	0.74	0.63	0.51	0.65	1.38	1	1.79	2	1.04
"MSTRG.5631.2"	"MSTRG.5631"	1.26	1.61	1.07	1.15	2.84	2.01	2.48	3.09	1.81
"MSTRG.5632.1"	"MSTRG.5632"	0.13	0.51	0.15	0.03	0.43	0.14	0.39	0.29	0.18
"MSTRG.5633.1"	"MSTRG.5633"	31.76	33.38	25.58	29.68	60.64	37.04	63.7	52.13	36.05
"MSTRG.5634.1"	"MSTRG.5634"	1.07	1.1	1.21	1	2.03	1.61	1.78	1.8	1.39
"MSTRG.5635.1"	"MSTRG.5635"	6.18	7.09	4.69	6.05	12.82	7.23	11.46	15.7	7.57
"MSTRG.5636.1"	"MSTRG.5636"	4.4	5.53	4.1	4.86	10.92	6.76	11.2	10.78	6.85
"MSTRG.5637.1"	"MSTRG.5637"	0	0	0	0	0	0	0	0	0
"MSTRG.5637.2"	"MSTRG.5637"	1.17	1.01	0.59	1.57	2.33	2.2	3.14	2.13	1.2
"MSTRG.5637.3"	"MSTRG.5637"	0.38	0	1.64	0.62	2.14	0.49	1.29	0	0.5
"MSTRG.5637.4"	"MSTRG.5637"	0	0	0.09	0	0	0	0	0	0
"MSTRG.5637.5"	"MSTRG.5637"	1.33	1.57	0.43	1.27	1.61	1.51	3.39	2.11	1.93
"MSTRG.5637.6"	"MSTRG.5637"	2.61	2.74	1.78	1.6	4.61	2.44	4.73	5.51	3.12
"MSTRG.5638.1"	"MSTRG.5638"	69	80.33	57.4	61.39	122.15	82.4	122.26	126.79	98.88
"MSTRG.5638.2"	"MSTRG.5638"	60.18	64.91	53.11	55.35	115.19	65.91	130.58	76.73	63.46
"MSTRG.5638.3"	"MSTRG.5638"	0	0	0	0	0	0	0	0	0
"MSTRG.5638.4"	"MSTRG.5638"	10.8	16.35	11.81	8.79	23.51	12.7	19.08	12.97	18.72
"MSTRG.5639.1"	"MSTRG.5639"	0.14	0.19	0.77	0.14	0.4	0.18	0.28	0	0.29
"MSTRG.5639.2"	"MSTRG.5639"	2.07	2.29	1.9	2.11	5.08	3.02	4.28	2.83	2.72
"MSTRG.564.1"	"MSTRG.564"	0.86	1.01	0.89	0.85	1.72	1.17	1.26	1.18	0.8
"MSTRG.564.2"	"MSTRG.564"	1.21	1.19	1.61	1.24	3.08	1.91	2.58	1.33	1.97
"MSTRG.5640.1"	"MSTRG.5640"	1.11	0.99	0.56	1.36	1.95	1.51	1.33	1.08	0.91
"MSTRG.5641.1"	"MSTRG.5641"	0.68	1.02	0.98	0.75	1.51	0.99	1.67	0.72	1.1
"MSTRG.5642.1"	"MSTRG.5642"	2.22	2.23	2.4	1.93	3.62	2.47	3.73	2.24	2.39
"MSTRG.5643.1"	"MSTRG.5643"	3.09	3.68	3.5	2.95	5.5	3.66	5.69	4.24	3.44
"MSTRG.5644.1"	"MSTRG.5644"	7.49	8.92	8.14	7.54	17.32	11.17	15.78	12.57	10.43
"MSTRG.5644.2"	"MSTRG.5644"	3.31	3.81	2.69	2.79	7.21	5.15	6.26	5.86	4.26
"MSTRG.5644.3"	"MSTRG.5644"	0.64	0.63	0.59	0.7	1.9	0.97	1.14	0.96	0.79
"MSTRG.5645.1"	"MSTRG.5645"	1.74	2.27	1.76	1.87	3.89	2.04	2.78	3.6	2.1
"MSTRG.5646.1"	"MSTRG.5646"	8.69	9.23	7.55	9.01	16.89	9.36	17.73	12.93	9.25
"MSTRG.5647.1"	"MSTRG.5647"	5.85	6.99	5.22	5.71	11.51	6.95	10.76	10.18	6.68
"MSTRG.5648.1"	"MSTRG.5648"	3.81	4.4	3.5	3.86	9.1	4.69	7.9	6.87	5.12
"MSTRG.5649.1"	"MSTRG.5649"	24.72	33.51	22.9	24.24	60.79	37.43	43.57	36.72	46.04
"MSTRG.5649.2"	"MSTRG.5649"	0	0.68	2.71	0	0	0	0	0.71	0
"MSTRG.565.1"	"MSTRG.565"	34.62	38.97	35.86	33.03	61.55	39.07	62.84	49.09	35.18
"MSTRG.5650.1"	"MSTRG.5650"	12.53	13.1	10.82	10.93	25.05	14.6	23.67	16.77	14.41
"MSTRG.5651.1"	"MSTRG.5651"	25.81	29	22.31	24.82	54.14	33.22	47.25	64.16	34.98
"MSTRG.5651.2"	"MSTRG.5651"	1.09	0.96	0.71	0.97	1	0.39	1.92	3.04	1.29
"MSTRG.5652.1"	"MSTRG.5652"	1.1	0.99	0.83	1.02	2.27	1.16	1.95	1.88	0.82
"MSTRG.5653.1"	"MSTRG.5653"	2.4	2.41	1.88	1.99	4.44	2.72	4.68	4.37	2.87
"MSTRG.5654.1"	"MSTRG.5654"	0.89	0.93	0.5	0.43	1.51	1.48	1.02	1.17	1.19
"MSTRG.5654.2"	"MSTRG.5654"	4.67	5.17	3.85	4.53	8.21	4.84	9.52	9	4.72
"MSTRG.5655.1"	"MSTRG.5655"	1.96	2	1.62	1.86	4.82	2.94	3.94	5.19	2.89
"MSTRG.5655.2"	"MSTRG.5655"	0	0.17	0.16	0	0.28	0	0	0	0.3
"MSTRG.5656.1"	"MSTRG.5656"	2.37	2.55	9.81	4.43	7.2	3.4	2.64	2.36	2.58
"MSTRG.5657.1"	"MSTRG.5657"	7.21	7.76	5.83	7.37	15.59	7.81	15.26	10.66	8.07
"MSTRG.5658.1"	"MSTRG.5658"	0.81	1.27	0.96	0.64	1.92	1.62	1.38	2.72	1.69
"MSTRG.5659.1"	"MSTRG.5659"	3.2	3.96	2.89	2.75	6.4	4.84	6.03	7.02	4.66
"MSTRG.566.1"	"MSTRG.566"	2.42	2.79	4.15	2.24	4.94	3.76	4.86	2.19	3.72
"MSTRG.5660.1"	"MSTRG.5660"	3.5	4.1	3.22	3.39	6.68	3.36	5.63	6.59	3.57
"MSTRG.5661.1"	"MSTRG.5661"	18.41	18.4	14.5	16.3	28.91	16.21	21.78	29.34	15.16
"MSTRG.5662.1"	"MSTRG.5662"	147.04	184.23	161.66	130.84	237.27	166.7	214.51	157.91	172.31
"MSTRG.5663.1"	"MSTRG.5663"	3.09	3.28	2.48	3.11	6.25	3.83	7.16	5.42	3.89
"MSTRG.5664.1"	"MSTRG.5664"	3.79	3.75	3.2	3.49	7.54	5.52	8.42	6.69	5.9
"MSTRG.5665.1"	"MSTRG.5665"	4.48	4.65	3.79	4.21	9.84	5.93	10.68	8.78	5.54
"MSTRG.5666.1"	"MSTRG.5666"	14.4	17.3	12.35	14.41	33.95	17.73	29.5	33.03	18.47
"MSTRG.5667.1"	"MSTRG.5667"	9.43	10.52	8.13	9.16	19.57	11.73	18.22	18.6	11.86
"MSTRG.5668.1"	"MSTRG.5668"	12.26	12.82	14.19	11.38	25.22	18.62	30.54	22.24	19.21
"MSTRG.5668.2"	"MSTRG.5668"	5.53	6.41	6.72	5.87	13.08	10.06	12.13	9.43	9.76
"MSTRG.5669.1"	"MSTRG.5669"	11.4	15.01	11.92	11.64	22.52	16.18	23.36	25.08	16.91
"MSTRG.5669.2"	"MSTRG.5669"	0.76	0.49	0.46	0.75	0.94	0.6	1.53	4.34	1.04
"MSTRG.567.1"	"MSTRG.567"	3.19	3.29	5.3	3.11	5.59	5.06	6.54	2.83	4.63
"MSTRG.5670.1"	"MSTRG.5670"	1.53	3.73	1.75	1.81	5.79	1.31	3.86	7.85	6.73
"MSTRG.5671.1"	"MSTRG.5671"	95.51	119.34	85.35	89.66	185.93	140.84	219.78	243.23	134.07
"MSTRG.5672.1"	"MSTRG.5672"	1.39	1.38	1.32	1.41	2.68	1.79	3.18	2.41	1.64
"MSTRG.5673.1"	"MSTRG.5673"	3.71	4.49	2.74	3.98	7.29	5.07	8.53	4.94	4.6
"MSTRG.5673.2"	"MSTRG.5673"	0.81	1.1	2.42	0.56	2.35	1.14	1.34	1.59	0.99
"MSTRG.5674.1"	"MSTRG.5674"	0.76	0.72	0.89	0.73	1.83	0.59	1.56	0.75	0.92
"MSTRG.5675.1"	"MSTRG.5675"	7.5	10.38	8.01	6.77	15.83	11.11	14.63	9.23	12.72
"MSTRG.5676.1"	"MSTRG.5676"	0.81	1.02	0.76	0.82	1.62	1.26	2.21	2.19	1.22
"MSTRG.5677.1"	"MSTRG.5677"	0	0.03	0	0	0	0	0	0	0
"MSTRG.5678.1"	"MSTRG.5678"	0.5	0.15	0.38	0.08	0.57	0.61	1.12	0.79	0.34
"MSTRG.5678.2"	"MSTRG.5678"	19.99	14.23	11.43	14.94	33.27	23.74	33.97	33.59	16.99
"MSTRG.5678.3"	"MSTRG.5678"	6.09	3.68	3.74	4.4	7.64	3.97	11.37	9.29	4.68
"MSTRG.5678.4"	"MSTRG.5678"	0	0	0	0	0	0	0	0	0
"MSTRG.5678.5"	"MSTRG.5678"	0	0	0	0.13	0.33	0	0	0.01	0.06
"MSTRG.5679.1"	"MSTRG.5679"	1.09	1.11	0.77	1.02	2.21	1.62	1.67	2.54	1.16
"MSTRG.568.1"	"MSTRG.568"	11.71	14.4	9.43	10.92	22.71	13.92	22.48	21.65	14.93
"MSTRG.5680.1"	"MSTRG.5680"	0.94	0.9	0.75	0.96	1.9	1.11	1.52	2.83	0.81
"MSTRG.5681.1"	"MSTRG.5681"	12.7	13.86	11.48	12.42	26.48	16.61	26.31	21.47	16.18
"MSTRG.5682.1"	"MSTRG.5682"	1.25	1.22	1.06	1.05	2.64	1.84	2.65	3.52	1.81
"MSTRG.5683.1"	"MSTRG.5683"	12.82	13.2	10.54	11.75	27.83	14.9	28.56	24.42	16.4
"MSTRG.5684.1"	"MSTRG.5684"	2.34	2.25	1.95	1.96	4.61	2.64	4.46	4.24	2.75
